-0.354385,-0.180587,0.114724,0.728811,-0.097291,-0.176518,0.049677,-0.204926,-0.111853,-0.035810,0.579428,-0.015916
0.126428,-0.456027,0.069806,0.647034,-0.006429,-0.171755,0.098857,-0.268343,-0.042745,0.199264,0.505927,0.070967
0.661766,-0.714127,0.076853,0.689568,0.424541,0.233599,0.232829,-0.049214,-0.214971,0.094531,-0.046102,-0.137322
-0.245318,-1.453936,0.109272,-0.129757,-0.111192,-0.067342,-0.294101,-0.095708,-0.261188,-0.185573,-0.028443,0.371673
-0.330899,-1.013086,-0.297052,-0.184720,-0.401399,-0.310474,-0.068814,0.229002,-0.391524,-0.317565,-0.063539,-0.025173
-0.208032,-0.829581,0.601826,-0.151347,-0.139940,-0.467455,-0.486517,0.385026,-0.305871,-0.067071,0.201118,-0.111272
0.575227,-0.411814,0.652390,0.297562,0.214631,0.025887,-0.269093,-0.186302,0.137617,0.325534,0.050223,0.294792
0.688713,-0.994169,0.182890,0.213936,-0.270114,-0.231462,-0.208192,0.442061,0.072322,0.589567,-0.021186,0.175483
0.381559,-0.721776,0.556409,0.070211,-0.301392,-0.076335,-0.013382,0.064419,-0.328077,-0.316125,-0.310752,0.312551
0.358673,-0.396104,0.311833,0.249594,-0.048244,0.114058,0.297451,0.070476,-0.049387,-0.181911,-0.002607,0.176939
0.360497,-0.866554,0.199611,0.387512,-0.209158,0.054679,0.417701,0.119649,-0.161633,-0.005239,-0.182691,0.056833
0.012516,-1.045197,0.091118,-0.097290,-0.729694,-0.742945,0.160995,-0.187176,-0.231548,0.193279,0.109656,0.058294
7.185695,2.187576,-0.484620,-0.605751,-0.720302,-0.652464,-0.149769,0.033280,-0.115854,-0.281787,-0.214028,-0.293637
7.230904,3.171314,-0.242689,-0.324129,-0.617517,-0.623437,-0.282644,0.133660,-0.076202,-0.316592,-0.140138,-0.217845
7.254344,3.066546,0.529722,-0.381020,-0.728173,-0.362633,0.390327,0.218072,0.071859,-0.187677,-0.171182,-0.274275
7.682860,3.001928,0.401641,-0.588017,-0.868475,-0.314235,0.139575,0.183156,-0.245502,0.087802,0.026286,-0.246715
