-1.222944,-0.551180,0.854248,0.339528,0.424503,-0.037775,-0.164393,0.352146,0.062890,0.168145,-0.492968,-0.087981
-0.999753,-0.778419,0.889514,0.428313,0.314466,-0.334586,-0.233267,0.272174,-0.033408,0.138997,-0.442264,-0.049832
-1.084852,-1.096185,0.966375,0.164568,-0.330229,-0.258995,0.219441,0.305341,-0.129303,0.437709,-0.209452,0.508651
-1.814368,-1.414831,0.629060,-1.028372,-0.205476,0.030307,-0.112918,0.294426,0.038656,0.242432,-0.283468,0.285546
-0.304506,-0.437845,0.983045,0.033838,0.274239,-0.015360,-0.299228,0.550237,-0.296168,0.098259,-0.436265,-0.367588
-0.388151,-0.925271,0.598188,0.343025,0.101516,0.018202,-0.018977,0.411850,-0.290857,0.433716,-0.026646,0.329439
0.333745,-0.769992,0.453493,0.090539,0.026223,-0.136421,-0.702639,-0.549742,-0.624728,0.325713,-0.210478,0.189534
0.588033,-0.798080,0.401715,0.136590,0.089553,-0.110416,-0.594840,-0.358381,-0.338943,0.479386,-0.155255,0.408222
0.753819,-1.052857,0.618973,0.686878,0.419938,0.174333,0.018717,0.169419,-0.368879,0.148137,-0.227874,0.264839
5.080496,2.580862,2.256781,0.439787,0.515197,0.328037,-0.228040,-0.039564,-0.426324,-0.197015,-0.249834,-0.058091
4.723807,2.896995,2.195101,0.831421,0.387105,-0.275506,-0.265154,-0.093573,-0.210970,-0.090703,-0.049953,0.232738
2.859262,3.397691,2.306673,1.291446,0.581126,-0.180350,-0.487170,-0.122323,-0.439681,-0.036942,0.020376,0.558894
6.498061,2.317550,1.158632,1.105950,0.340495,-0.201902,-0.253252,0.292125,0.242505,-0.161921,0.010675,0.098865
7.762642,1.663427,0.781828,0.855016,-0.645043,-0.853248,0.152020,0.141108,0.049025,0.062883,0.075435,0.454509
7.608613,2.044576,0.648555,0.693606,-0.831887,-0.880987,-0.061465,0.025355,0.017336,-0.134449,-0.049293,0.278755
7.833672,2.064558,0.546005,0.694787,-0.214151,-1.068846,-0.351847,0.039506,-0.118038,0.132032,0.093728,0.224456
7.028938,2.446752,0.214166,0.855520,-0.324308,-0.720591,-0.320541,0.203217,-0.218156,-0.040311,0.110459,0.287827
8.182478,1.399806,0.599745,-0.166899,-0.295756,-0.245882,-0.381302,-0.027187,-0.029219,0.104937,-0.108697,-0.212989
4.841340,3.213966,0.511142,-0.074151,-0.183891,0.185115,0.531517,-0.140944,-0.546248,-0.018726,0.262795,-0.012601
3.469146,3.313909,0.460748,-0.640869,-0.457978,-0.177278,0.185073,0.023856,-0.681399,0.220220,0.210446,0.270739
2.723160,2.647798,0.593895,-0.403515,-0.512110,-0.260224,0.181704,-0.073299,-0.666607,0.238557,0.067786,0.123332
-0.470888,1.536154,0.604915,-0.942851,0.099545,-0.067199,0.047131,0.207330,-0.377279,0.263560,0.081380,0.120066
-1.781505,1.070121,0.228028,-0.509051,0.241878,0.268874,-0.196024,0.325795,-0.681802,0.027288,-0.410901,-0.097598
-2.563501,0.885575,0.298706,-0.673932,0.357954,-0.039522,-0.661195,0.012702,-0.619594,0.183310,-0.265035,0.396800
-3.542063,0.413326,0.825167,-0.530408,-0.378924,-0.000206,-0.552170,-0.322663,-0.686218,0.430073,-0.049076,0.298182
-3.848978,0.089554,0.954731,-0.417213,-0.251881,-0.025232,-0.050506,0.465943,-0.392763,0.533300,-0.006917,0.170259
-5.647189,-1.462170,0.628744,-1.144567,-0.447902,-0.513622,-0.754908,0.062625,-0.607623,0.502792,-0.082830,0.326056
-5.631069,-1.111720,1.071251,-0.212180,-0.229015,-0.479706,-0.352400,0.430908,-0.683667,0.042032,-0.458371,0.032085
-5.057249,-0.681927,1.526034,-0.015692,-0.095496,0.505115,0.061650,0.331132,-0.625935,0.302942,-0.107020,0.174096
-6.094105,-1.929905,0.925454,0.008082,0.349205,0.339238,-0.110101,0.286151,-0.577712,-0.008608,-0.415423,0.157761
-4.947812,-0.997047,1.271944,0.286785,0.462841,0.440343,-0.029028,0.143373,-0.211538,0.514206,-0.591223,0.065709
-4.742783,-0.748608,1.755271,0.676484,0.025040,0.163711,-0.162674,0.319612,-0.115131,0.519154,-0.085528,-0.018716
-4.465141,-1.133406,1.390875,0.335506,0.033380,-0.276811,-0.228038,0.420072,-0.256725,0.396274,-0.349979,-0.098500
-3.709773,-0.943416,1.487273,0.704613,0.211892,0.133381,-0.027524,0.307183,-0.341129,0.181751,-0.123884,0.014896
-3.340077,-0.587156,1.165946,0.409076,-0.010812,0.210094,-0.038655,0.329433,-0.213041,0.495471,-0.141336,-0.081937
-3.430092,-0.583573,1.480668,0.610615,0.386433,-0.029182,-0.182911,0.468576,-0.175270,0.484641,-0.341906,0.105115
-4.339639,-1.015865,1.227468,0.119274,0.640591,0.402664,0.191918,0.439523,-0.600695,0.355021,-0.468373,0.016977
-4.099878,-1.095334,1.365254,-0.220909,0.092116,0.326536,0.170022,0.617814,-0.207909,0.457155,-0.164572,0.176518
-3.269590,-0.858423,1.166622,0.585452,0.224760,-0.217740,-0.228267,0.422032,-0.225985,0.213939,-0.131647,0.081402
-3.096335,-1.213491,1.252614,0.593108,0.721268,-0.093966,-0.361415,-0.137630,-0.533293,-0.052312,-0.125592,0.037092
-2.923524,-1.297108,1.144513,0.149773,0.074876,0.000537,-0.178299,0.254198,-0.074294,0.352922,-0.189638,0.263003
-2.729479,-1.421157,0.712091,-0.308976,-0.412384,-0.094958,-0.044869,0.329589,-0.199879,0.375133,-0.264788,0.070285
-2.715735,-1.106471,1.042902,0.043229,-0.121418,0.220982,0.040975,0.110352,-0.429585,0.266117,0.101447,-0.004254
-2.096594,-0.849470,1.217626,0.408346,0.268581,-0.164450,0.028360,0.514800,0.023525,0.355786,-0.214719,0.456751
-2.331182,-1.216644,1.044049,0.388557,-0.084351,-0.390215,-0.484417,0.479037,0.239357,0.310732,-0.363512,0.278044
-2.857345,-1.997175,0.342332,0.100832,-0.158080,-0.374710,0.172479,0.591002,0.097660,0.569802,0.115860,0.401889
-1.481721,-1.125109,1.001083,0.244658,0.261914,0.316547,0.234546,0.374575,-0.097481,0.099761,-0.398441,0.095417
-0.924047,-0.957804,1.691866,0.170813,0.030442,0.150236,0.046743,0.175326,-0.174288,0.242248,-0.135505,0.424087
-1.870438,-2.082993,0.461524,-0.383298,-0.826415,-0.319625,-0.475284,0.160399,-0.383059,0.310224,-0.106325,0.244454
-2.099229,-1.638860,1.162421,0.593508,0.516847,-0.267203,-0.737987,-0.115463,-0.409032,0.460228,-0.402831,-0.316200
